更新时间,#genre#
CCTV-2,http://1.70.35.224:8084/rtp/239.1.1.8:8008$1920x1080
CCTV-2,http://113.26.165.64:8083/rtp/239.1.1.8:8008$1920x1080
CCTV-2,http://110.177.146.171:888/rtp/239.1.1.8:8008$1920x1080
CCTV-2,http://110.178.77.222:8083/rtp/239.1.1.8:8008$1920x1080
CCTV-2,http://1.70.35.224:8083/rtp/239.1.1.8:8008$1920x1080
CCTV-2,http://110.178.77.222:8084/rtp/239.1.1.8:8008$1920x1080
CCTV-2,http://60.223.90.184:8002/rtp/226.0.2.154:9144$1920x1080
CCTV-2,http://118.81.238.60:8001/rtp/226.0.2.154:9144$1920x1080
CCTV-2,http://60.223.90.184:8002/rtp/226.0.2.19:8064$1920x1080
CCTV-2,http://118.81.238.60:8001/rtp/226.0.2.19:8064$1920x1080
CCTV-2,http://120.55.49.231:3095/rtp/233.50.201.119:5140
CCTV-2,http://120.55.49.231:3095/rtp/233.50.201.2:5140
CCTV-2,http://180.109.99.117:8888/rtp/239.49.8.130:6000$1920x1080
CCTV-2,http://180.109.99.117:8888/rtp/239.49.1.2:6000$1920x1080
CCTV-2,http://183.66.51.205:4022/rtp/235.254.198.52:1484$1920x1080
CCTV-2,http://183.66.51.205:4022/rtp/235.254.198.2:1284$1920x1080
CCTV-2,http://42.92.117.243:8888/rtp/239.255.30.179:8231$1920x1080
CCTV-2,http://60.164.128.167:8029/rtp/239.255.30.179:8231
CCTV-2,http://118.183.212.29:6868/rtp/239.255.30.179:8231$1920x1080
CCTV-2,http://122.9.151.210:887/rtp/238.255.2.11:5999
CCTV-2,http://117.69.55.86:4022/rtp/238.1.78.235:7752$1920x1080
CCTV-2,http://123.56.129.203:4310/rtp/225.1.8.2:8084
CCTV-2,http://123.56.129.203:4310/rtp/225.1.8.102:8004
CCTV-2,http://123.117.36.74:4001/rtp/239.3.1.60:8084$1920x1080
CCTV-2,http://221.218.157.61:3527/rtp/239.3.1.60:8084$1920x1080
CCTV-2,http://114.243.97.208:8822/rtp/239.3.1.60:8084$1920x1080
CCTV-2,http://enlen.vip:4022/rtp/239.200.200.1:8004$1920x1080
CCTV-3,http://218.78.180.91:9999/rtp/239.45.1.68:5140$1920x1080
CCTV-3,http://139.196.151.191:2051/rtp/239.45.1.68:5140
CCTV-3,http://1.70.35.224:8084/rtp/239.1.1.9:8009$1920x1080
CCTV-3,http://113.26.165.64:8083/rtp/239.1.1.9:8009$1920x1080
CCTV-3,http://110.177.146.171:888/rtp/239.1.1.9:8009$1920x1080
CCTV-3,http://110.178.77.222:8083/rtp/239.1.1.9:8009$1920x1080
CCTV-3,http://1.70.35.224:8083/rtp/239.1.1.9:8009$1920x1080
CCTV-3,http://110.178.77.222:8084/rtp/239.1.1.9:8009$1920x1080
CCTV-3,http://60.223.90.184:8002/rtp/226.0.2.208:9576$1920x1080
CCTV-3,http://118.81.238.60:8001/rtp/226.0.2.208:9576$1920x1080
CCTV-3,http://60.223.90.184:8002/rtp/226.0.2.20:8072$1920x1080
CCTV-3,http://118.81.238.60:8001/rtp/226.0.2.20:8072$1920x1080
CCTV-3,http://120.55.49.231:3095/rtp/233.50.201.196:5140
CCTV-3,http://120.55.49.231:3095/rtp/233.50.201.16:5140
CCTV-3,http://180.109.99.117:8888/rtp/239.49.9.31:6000$1920x1080
CCTV-3,http://180.109.99.117:8888/rtp/239.49.1.3:6000$1920x1080
CCTV-3,http://183.66.51.205:4022/rtp/235.254.198.53:1488$1920x1080
CCTV-3,http://183.66.51.205:4022/rtp/235.254.198.141:1842$1920x1080
CCTV-3,http://42.92.117.243:8888/rtp/239.255.29.12:8231$1920x1080
CCTV-3,http://60.164.128.167:8029/rtp/239.255.29.12:8231
CCTV-3,http://118.183.212.29:6868/rtp/239.255.29.12:8231$1920x1080
CCTV-3,http://122.9.151.210:887/rtp/238.255.2.133:5999
CCTV-3,http://117.69.55.86:4022/rtp/238.1.78.170:7232$1920x1080
CCTV-3,http://123.56.129.203:4310/rtp/225.1.8.88:8000
CCTV-3,http://123.56.129.203:4310/rtp/225.1.8.92:8000
CCTV-3,http://123.117.36.74:4001/rtp/239.3.1.172:8001$1920x1080
CCTV-3,http://221.218.157.61:3527/rtp/239.3.1.172:8001$1920x1080
CCTV-3,http://114.243.97.208:8822/rtp/239.3.1.172:8001$1920x1080
CCTV-3,http://enlen.vip:4022/rtp/239.200.200.71:8012$1920x1080
CCTV-3,http://[2409:8087:74d9:21::6]:80/270000001128/9900000003/index.m3u8
CCTV-4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$1920x1080
CCTV-4,https://live.goodiptv.club/api/bestv.php?id=cctv4k/15000000$1920x1080
CCTV-4,https://hc73k3dhwo5gfkt.wcetv.com/hls/wcetv318.m3u8$1920x1080
CCTV-4,http://218.78.180.91:9999/rtp/239.45.0.2:5140$1920x1080
CCTV-4,http://139.196.151.191:2051/rtp/239.45.0.2:5140
CCTV-4,http://1.70.35.224:8084/rtp/239.1.1.10:8010$1920x1080
CCTV-4,http://113.26.165.64:8083/rtp/239.1.1.10:8010$1920x1080
CCTV-4,http://110.177.146.171:888/rtp/239.1.1.10:8010$1920x1080
CCTV-4,http://110.178.77.222:8083/rtp/239.1.1.10:8010$1920x1080
CCTV-4,http://1.70.35.224:8083/rtp/239.1.1.10:8010$1920x1080
CCTV-4,http://110.178.77.222:8084/rtp/239.1.1.10:8010$1920x1080
CCTV-4,http://60.223.90.184:8002/rtp/226.0.2.156:9160$1920x1080
CCTV-4,http://118.81.238.60:8001/rtp/226.0.2.156:9160$1920x1080
CCTV-4,http://60.223.90.184:8002/rtp/226.0.2.21:8080$1920x1080
CCTV-4,http://118.81.238.60:8001/rtp/226.0.2.21:8080$1920x1080
CCTV-4,http://120.55.49.231:3095/rtp/233.50.200.101:5140
CCTV-4,http://120.55.49.231:3095/rtp/233.50.201.4:5140
CCTV-4,http://180.109.99.117:8888/rtp/239.49.8.131:6000$1920x1080
CCTV-4,http://180.109.99.117:8888/rtp/239.49.1.4:6000$1920x1080
CCTV-4,http://183.66.51.205:4022/rtp/235.254.198.183:7980$1920x1080
CCTV-4,http://183.66.51.205:4022/rtp/235.254.198.3:1288$1920x1080
CCTV-4,http://42.92.117.243:8888/rtp/239.255.30.83:8231$1920x1080
CCTV-4,http://60.164.128.167:8029/rtp/239.255.30.83:8231
CCTV-4,http://118.183.212.29:6868/rtp/239.255.30.83:8231$1920x1080
CCTV-4,http://122.9.151.210:887/rtp/238.255.2.92:5999
CCTV-4,http://122.9.151.210:887/rtp/238.255.2.213:5999
CCTV-4,http://117.69.55.86:4022/rtp/238.1.78.236:7760$1920x1080
CCTV-4,http://123.56.129.203:4310/rtp/225.1.8.4:8092
CCTV-4,http://123.56.129.203:4310/rtp/225.1.8.104:8216
CCTV-4,http://123.117.36.74:4001/rtp/239.3.1.105:8092$1920x1080
CCTV-5,http://218.78.180.91:9999/rtp/239.45.1.69:5140$1920x1080
CCTV-5,http://139.196.151.191:2051/rtp/239.45.1.69:5140
CCTV-5,http://1.70.35.224:8084/rtp/239.1.1.11:8011$1920x1080
CCTV-5,http://113.26.165.64:8083/rtp/239.1.1.11:8011$1920x1080
CCTV-5,http://110.177.146.171:888/rtp/239.1.1.11:8011$1920x1080
CCTV-5,http://110.178.77.222:8083/rtp/239.1.1.11:8011$1920x1080
CCTV-5,http://1.70.35.224:8083/rtp/239.1.1.11:8011$1920x1080
CCTV-5,http://110.178.77.222:8084/rtp/239.1.1.11:8011$1920x1080
CCTV-5,http://60.223.90.184:8002/rtp/226.0.2.209:9584$1920x1080
CCTV-5,http://118.81.238.60:8001/rtp/226.0.2.209:9584$1920x1080
CCTV-5,http://60.223.90.184:8002/rtp/226.0.2.22:8088$1920x1080
CCTV-5,http://118.81.238.60:8001/rtp/226.0.2.22:8088$1920x1080
CCTV-5,http://120.55.49.231:3095/rtp/233.50.201.197:5140
CCTV-5,http://120.55.49.231:3095/rtp/233.50.201.17:5140
CCTV-5,http://180.109.99.117:8888/rtp/239.49.9.32:6000$1920x1080
CCTV-5,http://180.109.99.117:8888/rtp/239.49.1.5:6000$1920x1080
CCTV-5,http://183.66.51.205:4022/rtp/235.254.198.54:1492$1920x1080
CCTV-5,http://183.66.51.205:4022/rtp/235.254.198.142:1846$1920x1080
CCTV-5,http://42.92.117.243:8888/rtp/239.255.29.13:8231$1920x1080
CCTV-5,http://60.164.128.167:8029/rtp/239.255.29.13:8231
CCTV-5,http://118.183.212.29:6868/rtp/239.255.29.13:8231$1920x1080
CCTV-5,http://122.9.151.210:887/rtp/238.255.2.134:5999
CCTV-5,http://117.69.55.86:4022/rtp/238.1.78.171:7240$1920x1080
CCTV-5,http://123.56.129.203:4310/rtp/225.1.8.89:8000
CCTV-5,http://123.56.129.203:4310/rtp/225.1.8.93:8000
CCTV-5,http://123.117.36.74:4001/rtp/239.3.1.173:8001$1920x1080
CCTV-5,http://221.218.157.61:3527/rtp/239.3.1.173:8001$1920x1080
CCTV-5,http://114.243.97.208:8822/rtp/239.3.1.173:8001$1920x1080
CCTV-5,http://enlen.vip:4022/rtp/239.200.200.10:9008$1920x1080
CCTV-5,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226365/index.m3u8
CCTV-5+,http://119.98.99.124:5555/rtp/239.69.1.12:9712$3840x2160
CCTV-5+,http://42.92.117.243:8888/rtp/239.255.30.184:8231$1920x1080
CCTV-5+,http://112.226.139.185:9999/udp/239.253.254.80:8000$1920x1080
CCTV-5+,http://1.70.35.224:8084/rtp/239.1.1.12:8012$1920x1080
CCTV-5+,http://113.26.165.64:8083/rtp/239.1.1.12:8012$1920x1080
CCTV-5+,http://110.177.146.171:888/rtp/239.1.1.12:8012$1920x1080
CCTV-5+,http://110.178.77.222:8083/rtp/239.1.1.12:8012$1920x1080
CCTV-5+,http://1.70.35.224:8083/rtp/239.1.1.12:8012$1920x1080
CCTV-5+,http://110.178.77.222:8084/rtp/239.1.1.12:8012$1920x1080
CCTV-5+,http://60.223.90.184:8002/rtp/226.0.2.168:9256$1920x1080
CCTV-5+,http://118.81.238.60:8001/rtp/226.0.2.168:9256$1920x1080
CCTV-5+,http://120.55.49.231:3095/rtp/233.50.201.220:5140
CCTV-5+,http://180.109.99.117:8888/rtp/239.49.8.137:6000$1920x1080
CCTV-5+,http://183.66.51.205:4022/rtp/235.254.198.122:1764$1920x1080
CCTV-5+,http://60.164.128.167:8029/rtp/239.255.30.184:8231
CCTV-5+,http://118.183.212.29:6868/rtp/239.255.30.184:8231$1920x1080
CCTV-5+,http://122.9.151.210:887/rtp/238.255.2.185:5999
CCTV-5+,http://117.69.55.86:4022/rtp/238.1.78.237:7768$1920x1080
CCTV-5+,http://enlen.vip:4022/rtp/239.200.200.9:8004$1920x1080
CCTV-5+,http://123.117.36.74:4001/rtp/239.3.1.130:8004$1920x1080
CCTV-5+,http://221.218.157.61:3527/rtp/239.3.1.130:8004$1920x1080
CCTV-5+,http://114.243.97.208:8822/rtp/239.3.1.130:8004$1920x1080
CCTV-5+,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-5+,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000507/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000507
CCTV-5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/
CCTV-5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV-5+,http://61.136.172.236:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+,https://vip.taoiptv.cn/source/gitv.php?id=CCTV5%2Bhd-8M.m3u8&sign=06zcwd
CCTV-5+,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8?
CCTV-5+,https://vip.taoiptv.cn/source/gzyx.php?id=33cf15c8ece66fe3c41d2e4ec707ef59.m3u8&sign=06zcwd
CCTV-6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0&cdn=5202$1920x1080
CCTV-6,http://218.78.180.91:9999/rtp/239.45.1.70:5140$1920x1080
CCTV-6,http://139.196.151.191:2051/rtp/239.45.1.70:5140
CCTV-6,http://1.70.35.224:8084/rtp/239.1.1.13:8013$1920x1080
CCTV-6,http://113.26.165.64:8083/rtp/239.1.1.13:8013$1920x1080
CCTV-6,http://110.177.146.171:888/rtp/239.1.1.13:8013$1920x1080
CCTV-6,http://110.178.77.222:8083/rtp/239.1.1.13:8013$1920x1080
CCTV-6,http://1.70.35.224:8083/rtp/239.1.1.13:8013$1920x1080
CCTV-6,http://110.178.77.222:8084/rtp/239.1.1.13:8013$1920x1080
CCTV-6,http://60.223.90.184:8002/rtp/226.0.2.210:9592$1920x1080
CCTV-6,http://118.81.238.60:8001/rtp/226.0.2.210:9592$1920x1080
CCTV-6,http://60.223.90.184:8002/rtp/226.0.2.23:8096$1920x1080
CCTV-6,http://118.81.238.60:8001/rtp/226.0.2.23:8096$1920x1080
CCTV-6,http://120.55.49.231:3095/rtp/233.50.201.198:5140
CCTV-6,http://120.55.49.231:3095/rtp/233.50.201.18:5140
CCTV-6,http://180.109.99.117:8888/rtp/239.49.9.33:6000$1920x1080
CCTV-6,http://180.109.99.117:8888/rtp/239.49.1.6:6000$1920x1080
CCTV-6,http://183.66.51.205:4022/rtp/235.254.198.55:1496$1920x1080
CCTV-6,http://183.66.51.205:4022/rtp/235.254.198.143:1852$1920x1080
CCTV-6,http://42.92.117.243:8888/rtp/239.255.29.14:8231$1920x1080
CCTV-6,http://60.164.128.167:8029/rtp/239.255.29.14:8231
CCTV-6,http://118.183.212.29:6868/rtp/239.255.29.14:8231$1920x1080
CCTV-6,http://122.9.151.210:887/rtp/238.255.2.135:5999
CCTV-6,http://117.69.55.86:4022/rtp/238.1.78.172:7248$1920x1080
CCTV-6,http://123.56.129.203:4310/rtp/225.1.8.84:8000
CCTV-6,http://123.56.129.203:4310/rtp/225.1.8.90:8000
CCTV-6,http://123.117.36.74:4001/rtp/239.3.1.174:8001$1920x1080
CCTV-6,http://221.218.157.61:3527/rtp/239.3.1.174:8001$1920x1080
CCTV-6,http://114.243.97.208:8822/rtp/239.3.1.174:8001$1920x1080
CCTV-6,http://enlen.vip:4022/rtp/239.200.200.21:9020$1920x1080
CCTV-7,http://218.78.180.91:9999/rtp/239.45.3.56:5140$1920x1080
CCTV-7,http://139.196.151.191:2051/rtp/239.45.3.56:5140
CCTV-7,http://1.70.35.224:8084/rtp/239.1.1.14:8014$1920x1080
CCTV-7,http://113.26.165.64:8083/rtp/239.1.1.14:8014$1920x1080
CCTV-7,http://110.177.146.171:888/rtp/239.1.1.14:8014$1920x1080
CCTV-7,http://110.178.77.222:8083/rtp/239.1.1.14:8014$1920x1080
CCTV-7,http://1.70.35.224:8083/rtp/239.1.1.14:8014$1920x1080
CCTV-7,http://110.178.77.222:8084/rtp/239.1.1.14:8014$1920x1080
CCTV-7,http://60.223.90.184:8002/rtp/226.0.2.159:9184$1920x1080
CCTV-7,http://118.81.238.60:8001/rtp/226.0.2.159:9184$1920x1080
CCTV-7,http://60.223.90.184:8002/rtp/226.0.2.24:8104$1920x1080
CCTV-7,http://118.81.238.60:8001/rtp/226.0.2.24:8104$1920x1080
CCTV-7,http://120.55.49.231:3095/rtp/233.50.201.120:5140
CCTV-7,http://120.55.49.231:3095/rtp/233.50.201.7:5140
CCTV-7,http://180.109.99.117:8888/rtp/239.49.8.132:6000$1920x1080
CCTV-7,http://180.109.99.117:8888/rtp/239.49.1.254:6000$1920x1080
CCTV-7,http://183.66.51.205:4022/rtp/235.254.198.56:1500$1920x1080
CCTV-7,http://183.66.51.205:4022/rtp/235.254.198.4:1292$1920x1080
CCTV-7,http://42.92.117.243:8888/rtp/239.255.30.178:8231$1920x1080
CCTV-7,http://60.164.128.167:8029/rtp/239.255.30.178:8231
CCTV-7,http://118.183.212.29:6868/rtp/239.255.30.178:8231$1920x1080
CCTV-7,http://122.9.151.210:887/rtp/238.255.2.12:5999
CCTV-7,http://117.69.55.86:4022/rtp/238.1.78.239:7784$1920x1080
CCTV-7,http://123.56.129.203:4310/rtp/225.1.8.7:8104
CCTV-7,http://123.56.129.203:4310/rtp/225.1.8.107:8024
CCTV-7,http://123.117.36.74:4001/rtp/239.3.1.61:8104$1920x1080
CCTV-7,http://221.218.157.61:3527/rtp/239.3.1.61:8104$1920x1080
CCTV-7,http://114.243.97.208:8822/rtp/239.3.1.61:8104$1920x1080
CCTV-7,http://enlen.vip:4022/rtp/239.200.200.22:8024$1920x1080
CCTV-7,http://58.57.21.166:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://218.78.180.91:9999/rtp/239.45.1.71:5140$1920x1080
CCTV-8,http://139.196.151.191:2051/rtp/239.45.1.71:5140
CCTV-8,http://1.70.35.224:8084/rtp/239.1.1.15:8015$1920x1080
CCTV-8,http://113.26.165.64:8083/rtp/239.1.1.15:8015$1920x1080
CCTV-8,http://110.177.146.171:888/rtp/239.1.1.15:8015$1920x1080
CCTV-8,http://110.178.77.222:8083/rtp/239.1.1.15:8015$1920x1080
CCTV-8,http://1.70.35.224:8083/rtp/239.1.1.15:8015$1920x1080
CCTV-8,http://110.178.77.222:8084/rtp/239.1.1.15:8015$1920x1080
CCTV-8,http://60.223.90.184:8002/rtp/226.0.2.211:9600$1920x1080
CCTV-8,http://118.81.238.60:8001/rtp/226.0.2.211:9600$1920x1080
CCTV-8,http://60.223.90.184:8002/rtp/226.0.2.25:8112$1920x1080
CCTV-8,http://118.81.238.60:8001/rtp/226.0.2.25:8112$1920x1080
CCTV-8,http://120.55.49.231:3095/rtp/233.50.201.199:5140
CCTV-8,http://120.55.49.231:3095/rtp/233.50.201.19:5140
CCTV-8,http://180.109.99.117:8888/rtp/239.49.9.34:6000$1920x1080
CCTV-8,http://180.109.99.117:8888/rtp/239.49.1.8:6000$1920x1080
CCTV-8,http://183.66.51.205:4022/rtp/235.254.198.57:1504$1920x1080
CCTV-8,http://183.66.51.205:4022/rtp/235.254.198.144:1856$1920x1080
CCTV-8,http://42.92.117.243:8888/rtp/239.255.29.15:8231$1920x1080
CCTV-8,http://60.164.128.167:8029/rtp/239.255.29.15:8231
CCTV-8,http://118.183.212.29:6868/rtp/239.255.29.15:8231$1920x1080
CCTV-8,http://122.9.151.210:887/rtp/238.255.2.136:5999
CCTV-8,http://117.69.55.86:4022/rtp/238.1.78.173:7256$1920x1080
CCTV-8,http://123.56.129.203:4310/rtp/225.1.8.85:8000
CCTV-8,http://123.56.129.203:4310/rtp/225.1.8.91:8000
CCTV-8,http://123.117.36.74:4001/rtp/239.3.1.175:8001$1920x1080
CCTV-8,http://221.218.157.61:3527/rtp/239.3.1.175:8001$1920x1080
CCTV-8,http://114.243.97.208:8822/rtp/239.3.1.175:8001$1920x1080
CCTV-8,http://enlen.vip:4022/rtp/239.200.200.72:9020$1920x1080
CCTV-8,http://ygbh666.cn/aikmigu.php?id=cctv8
CCTV-9,http://218.78.180.91:9999/rtp/239.45.3.4:5140$1920x1080
CCTV-9,http://139.196.151.191:2051/rtp/239.45.3.4:5140
CCTV-9,http://1.70.35.224:8084/rtp/239.1.1.16:8016$1920x1080
CCTV-9,http://113.26.165.64:8083/rtp/239.1.1.16:8016$1920x1080
CCTV-9,http://110.177.146.171:888/rtp/239.1.1.16:8016$1920x1080
CCTV-9,http://110.178.77.222:8083/rtp/239.1.1.16:8016$1920x1080
CCTV-9,http://1.70.35.224:8083/rtp/239.1.1.16:8016$1920x1080
CCTV-9,http://110.178.77.222:8084/rtp/239.1.1.16:8016$1920x1080
CCTV-9,http://60.223.90.184:8002/rtp/226.0.2.161:9200$1920x1080
CCTV-9,http://118.81.238.60:8001/rtp/226.0.2.161:9200$1920x1080
CCTV-9,http://60.223.90.184:8002/rtp/226.0.2.26:8120$1920x1080
CCTV-9,http://118.81.238.60:8001/rtp/226.0.2.26:8120$1920x1080
CCTV-9,http://120.55.49.231:3095/rtp/233.50.201.121:5140
CCTV-9,http://180.109.99.117:8888/rtp/239.49.8.133:6000$1920x1080
CCTV-9,http://183.66.51.205:4022/rtp/235.254.198.58:1508$1920x1080
CCTV-9,http://183.66.51.205:4022/rtp/235.254.198.5:1296$1920x1080
CCTV-9,http://42.92.117.243:8888/rtp/239.255.30.180:8231$1920x1080
CCTV-9,http://60.164.128.167:8029/rtp/239.255.30.180:8231
CCTV-9,http://118.183.212.29:6868/rtp/239.255.30.180:8231$1920x1080
CCTV-9,http://122.9.151.210:887/rtp/238.255.2.155:5999
CCTV-9,http://117.69.55.86:4022/rtp/238.1.78.240:7792$1920x1080
CCTV-9,http://123.56.129.203:4310/rtp/225.1.8.9:8112
CCTV-9,http://123.56.129.203:4310/rtp/225.1.8.109:8032
CCTV-9,http://123.117.36.74:4001/rtp/239.3.1.62:8112$1920x1080
CCTV-9,http://221.218.157.61:3527/rtp/239.3.1.62:8112$1920x1080
CCTV-9,http://114.243.97.208:8822/rtp/239.3.1.62:8112$1920x1080
CCTV-9,http://enlen.vip:4022/rtp/239.200.200.24:8032$1920x1080
CCTV-9,http://[2409:8087:1a01:df::4003]/TVOD/88888888/224/3221225676/main.m3u8
CCTV-9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225734/index.m3u8
CCTV-9,http://101.83.173.152:9999/rtp/239.45.3.4:5140$1920x1080
CCTV-10,http://218.78.180.91:9999/rtp/239.45.3.8:5140$1920x1080
CCTV-10,http://139.196.151.191:2051/rtp/239.45.3.8:5140
CCTV-10,http://1.70.35.224:8084/rtp/239.1.1.17:8017$1920x1080
CCTV-10,http://113.26.165.64:8083/rtp/239.1.1.17:8017$1920x1080
CCTV-10,http://110.177.146.171:888/rtp/239.1.1.17:8017$1920x1080
CCTV-10,http://110.178.77.222:8083/rtp/239.1.1.17:8017$1920x1080
CCTV-10,http://1.70.35.224:8083/rtp/239.1.1.17:8017$1920x1080
CCTV-10,http://110.178.77.222:8084/rtp/239.1.1.17:8017$1920x1080
CCTV-10,http://60.223.90.184:8002/rtp/226.0.2.162:9208$1920x1080
CCTV-10,http://118.81.238.60:8001/rtp/226.0.2.162:9208$1920x1080
CCTV-10,http://60.223.90.184:8002/rtp/226.0.2.27:8128$1920x1080
CCTV-10,http://118.81.238.60:8001/rtp/226.0.2.27:8128$1920x1080
CCTV-10,http://120.55.49.231:3095/rtp/233.50.201.122:5140
CCTV-10,http://120.55.49.231:3095/rtp/233.50.201.10:5140
CCTV-10,http://180.109.99.117:8888/rtp/239.49.8.134:6000$1920x1080
CCTV-10,http://180.109.99.117:8888/rtp/239.49.1.10:6000$1920x1080
CCTV-10,http://183.66.51.205:4022/rtp/235.254.198.59:1512$1920x1080
CCTV-10,http://183.66.51.205:4022/rtp/235.254.198.6:1300$1920x1080
CCTV-10,http://42.92.117.243:8888/rtp/239.255.30.181:8231$1920x1080
CCTV-10,http://60.164.128.167:8029/rtp/239.255.30.181:8231
CCTV-10,http://118.183.212.29:6868/rtp/239.255.30.181:8231$1920x1080
CCTV-10,http://122.9.151.210:887/rtp/238.255.2.13:5999
CCTV-10,http://117.69.55.86:4022/rtp/238.1.78.241:7800$1920x1080
CCTV-10,http://123.56.129.203:4310/rtp/225.1.8.10:8116
CCTV-10,http://123.56.129.203:4310/rtp/225.1.8.110:8228
CCTV-10,http://123.117.36.74:4001/rtp/239.3.1.63:8116$1920x1080
CCTV-10,http://221.218.157.61:3527/rtp/239.3.1.63:8116$1920x1080
CCTV-10,http://114.243.97.208:8822/rtp/239.3.1.63:8116$1920x1080
CCTV-10,http://enlen.vip:4022/rtp/239.200.200.107:8116$1920x1080
CCTV-10,http://[2409:8087:74F1:0021::0008]:80/270000001322/69900158041111100000002146/1.m3u8
CCTV-11,http://218.78.180.91:9999/rtp/239.45.1.196:5140$1920x1080
CCTV-11,http://139.196.151.191:2051/rtp/239.45.1.196:5140
CCTV-11,http://1.70.35.224:8084/rtp/239.1.1.18:8018$1920x1080
CCTV-11,http://113.26.165.64:8083/rtp/239.1.1.18:8018$1920x1080
CCTV-11,http://110.177.146.171:888/rtp/239.1.1.18:8018$1920x1080
CCTV-11,http://110.178.77.222:8083/rtp/239.1.1.18:8018$1920x1080
CCTV-11,http://1.70.35.224:8083/rtp/239.1.1.18:8018$1920x1080
